alvo_delta,feature,grupo,importancia,importancia_pct,ranking_no_alvo,representacao_angular
delta_depth_close_5m_pp,flow_mag_mean_px,Optical flow e risco,0.015909474343061447,1.5909474343061447,28,seno/cosseno
delta_depth_close_5m_pp,flow_mag_p90_px,Optical flow e risco,0.020806651562452316,2.0806651562452316,15,seno/cosseno
delta_depth_close_5m_pp,radial_flow_mean_px,Optical flow e risco,0.011510387063026428,1.1510387063026428,46,seno/cosseno
delta_depth_close_5m_pp,radial_flow_p90_px,Optical flow e risco,0.014662263914942741,1.4662263914942741,33,seno/cosseno
delta_depth_close_5m_pp,point_risk_mean_delta_basis,Optical flow e risco,0.01337527111172676,1.337527111172676,38,seno/cosseno
delta_depth_close_5m_pp,point_risk_p75_delta_basis,Optical flow e risco,0.01909564808011055,1.909564808011055,21,seno/cosseno
delta_depth_close_5m_pp,img_delta_mean,Diferenca de imagem,0.014718597754836082,1.4718597754836082,32,seno/cosseno
delta_depth_close_5m_pp,img_delta_std,Diferenca de imagem,0.032905250787734985,3.2905250787734985,3,seno/cosseno
delta_depth_close_5m_pp,img_delta_abs_mean,Diferenca de imagem,0.011602915823459625,1.1602915823459625,45,seno/cosseno
delta_depth_close_5m_pp,img_delta_abs_p90,Diferenca de imagem,0.014992767944931984,1.4992767944931984,31,seno/cosseno
delta_depth_close_5m_pp,flow_vec_rel_std,Optical flow e risco,0.013076823204755783,1.3076823204755783,40,seno/cosseno
delta_depth_close_5m_pp,flow_vec_xy_mean,Optical flow e risco,0.013217627070844173,1.3217627070844173,39,seno/cosseno
delta_depth_close_5m_pp,flow_vec_radial_mean,Optical flow e risco,0.00895122904330492,0.895122904330492,51,seno/cosseno
delta_depth_close_5m_pp,flow_vec_risk_mean,Optical flow e risco,0.012753304094076157,1.2753304094076157,42,seno/cosseno
delta_depth_close_5m_pp,delta_roll_rad_sin,IMU e atitude,0.020907249301671982,2.090724930167198,14,seno/cosseno
delta_depth_close_5m_pp,delta_roll_rad_cos,IMU e atitude,0.015532020479440689,1.553202047944069,29,seno/cosseno
delta_depth_close_5m_pp,delta_pitch_rad_sin,IMU e atitude,0.07959982752799988,7.959982752799988,1,seno/cosseno
delta_depth_close_5m_pp,delta_pitch_rad_cos,IMU e atitude,0.01240052655339241,1.240052655339241,44,seno/cosseno
delta_depth_close_5m_pp,delta_yaw_heading_rad_sin,IMU e atitude,0.01391313411295414,1.391313411295414,35,seno/cosseno
delta_depth_close_5m_pp,delta_yaw_heading_rad_cos,IMU e atitude,0.010050760582089424,1.0050760582089424,50,seno/cosseno
delta_depth_close_5m_pp,delta_yaw_attitude_rad_sin,IMU e atitude,0.012935459613800049,1.2935459613800049,41,seno/cosseno
delta_depth_close_5m_pp,delta_yaw_attitude_rad_cos,IMU e atitude,0.013584865257143974,1.3584865257143974,37,seno/cosseno
delta_depth_close_5m_pp,gyro_x_integral_rad_sin,IMU e atitude,0.016879627481102943,1.6879627481102943,26,seno/cosseno
delta_depth_close_5m_pp,gyro_x_integral_rad_cos,IMU e atitude,0.02042761817574501,2.042761817574501,17,seno/cosseno
delta_depth_close_5m_pp,gyro_y_integral_rad_sin,IMU e atitude,0.04567437246441841,4.567437246441841,2,seno/cosseno
delta_depth_close_5m_pp,gyro_y_integral_rad_cos,IMU e atitude,0.025880511850118637,2.5880511850118637,8,seno/cosseno
delta_depth_close_5m_pp,gyro_z_integral_rad_sin,IMU e atitude,0.012542854063212872,1.2542854063212872,43,seno/cosseno
delta_depth_close_5m_pp,gyro_z_integral_rad_cos,IMU e atitude,0.013890438713133335,1.3890438713133335,36,seno/cosseno
delta_depth_close_5m_pp,pan_comp_delta_rad_sin,Comandos reativos,0.010572317987680435,1.0572317987680435,49,seno/cosseno
delta_depth_close_5m_pp,pan_comp_delta_rad_cos,Comandos reativos,0.02391570247709751,2.391570247709751,10,seno/cosseno
delta_depth_close_10m_pp,dt_s,Sincronizacao,0.02139168046414852,2.139168046414852,15,seno/cosseno
delta_depth_close_10m_pp,depth_age_s,Sincronizacao,0.017343007028102875,1.7343007028102875,21,seno/cosseno
delta_depth_close_10m_pp,depth_dt_s,Sincronizacao,0.034901462495326996,3.4901462495326996,4,seno/cosseno
delta_depth_close_10m_pp,delta_x_m,Movimento,0.018043775111436844,1.8043775111436844,20,seno/cosseno
delta_depth_close_10m_pp,delta_y_m,Movimento,0.016657980158925056,1.6657980158925056,25,seno/cosseno
delta_depth_close_10m_pp,delta_z_m,Movimento,0.02788829244673252,2.788829244673252,9,seno/cosseno
delta_depth_close_10m_pp,delta_gyro_x_rad_s,IMU e atitude,0.014279993250966072,1.4279993250966072,29,seno/cosseno
delta_depth_close_10m_pp,delta_gyro_y_rad_s,IMU e atitude,0.03337002545595169,3.337002545595169,6,seno/cosseno
delta_depth_close_10m_pp,delta_gyro_z_rad_s,IMU e atitude,0.009934908710420132,0.9934908710420132,47,seno/cosseno
delta_depth_close_10m_pp,delta_accel_x_m_s2,IMU e atitude,0.028540272265672684,2.8540272265672684,7,seno/cosseno
delta_depth_close_10m_pp,delta_accel_y_m_s2,IMU e atitude,0.020678658038377762,2.067865803837776,16,seno/cosseno
delta_depth_close_10m_pp,delta_accel_z_m_s2,IMU e atitude,0.01294110156595707,1.294110156595707,34,seno/cosseno
delta_depth_close_10m_pp,delta_smooth_vx_m_s,Movimento,0.019323131069540977,1.9323131069540977,18,seno/cosseno
delta_depth_close_10m_pp,delta_smooth_vy_m_s,Movimento,0.016392230987548828,1.6392230987548828,27,seno/cosseno
delta_depth_close_10m_pp,delta_obstacle_risk,Comandos reativos,0.010225348174571991,1.022534817457199,45,seno/cosseno
delta_depth_close_10m_pp,delta_avoid_lateral_body,Comandos reativos,0.023287862539291382,2.328786253929138,12,seno/cosseno
delta_depth_close_10m_pp,delta_avoid_brake,Comandos reativos,0.007737595122307539,0.7737595122307539,51,seno/cosseno
delta_depth_close_10m_pp,flow_valid_points,Optical flow e risco,0.02337653934955597,2.337653934955597,11,seno/cosseno
delta_depth_close_10m_pp,flow_active_points,Optical flow e risco,0.01923484355211258,1.923484355211258,19,seno/cosseno
delta_depth_close_10m_pp,flow_track_retention_pct,Optical flow e risco,0.014116131700575352,1.4116131700575352,31,seno/cosseno
delta_depth_close_10m_pp,flow_mean_x_px,Optical flow e risco,0.020080452784895897,2.0080452784895897,17,seno/cosseno
delta_depth_close_10m_pp,flow_mean_y_px,Optical flow e risco,0.03393545001745224,3.393545001745224,5,seno/cosseno
delta_depth_close_10m_pp,flow_mag_mean_px,Optical flow e risco,0.014215194620192051,1.421519462019205,30,seno/cosseno
delta_depth_close_10m_pp,flow_mag_p90_px,Optical flow e risco,0.022484371438622475,2.2484371438622475,14,seno/cosseno
delta_depth_close_10m_pp,radial_flow_mean_px,Optical flow e risco,0.009078394621610641,0.9078394621610641,50,seno/cosseno
delta_depth_close_10m_pp,radial_flow_p90_px,Optical flow e risco,0.01278670970350504,1.278670970350504,35,seno/cosseno
delta_depth_close_10m_pp,point_risk_mean_delta_basis,Optical flow e risco,0.013894917443394661,1.389491744339466,32,seno/cosseno
delta_depth_close_10m_pp,point_risk_p75_delta_basis,Optical flow e risco,0.022747231647372246,2.2747231647372246,13,seno/cosseno
delta_depth_close_10m_pp,img_delta_mean,Diferenca de imagem,0.011631404049694538,1.1631404049694538,39,seno/cosseno
delta_depth_close_10m_pp,img_delta_std,Diferenca de imagem,0.039298105984926224,3.9298105984926224,3,seno/cosseno
delta_depth_close_10m_pp,img_delta_abs_mean,Diferenca de imagem,0.015446343459188938,1.5446343459188938,28,seno/cosseno
delta_depth_close_10m_pp,img_delta_abs_p90,Diferenca de imagem,0.012003232724964619,1.2003232724964619,37,seno/cosseno
delta_depth_close_10m_pp,flow_vec_rel_std,Optical flow e risco,0.01019611582159996,1.019611582159996,46,seno/cosseno
delta_depth_close_10m_pp,flow_vec_xy_mean,Optical flow e risco,0.009889418259263039,0.9889418259263039,49,seno/cosseno
delta_depth_close_10m_pp,flow_vec_radial_mean,Optical flow e risco,0.009900063276290894,0.9900063276290894,48,seno/cosseno
delta_depth_close_10m_pp,flow_vec_risk_mean,Optical flow e risco,0.016518641263246536,1.6518641263246536,26,seno/cosseno
delta_depth_close_10m_pp,delta_roll_rad_sin,IMU e atitude,0.016988206654787064,1.6988206654787064,23,seno/cosseno
delta_depth_close_10m_pp,delta_roll_rad_cos,IMU e atitude,0.01199399121105671,1.199399121105671,38,seno/cosseno
delta_depth_close_10m_pp,delta_pitch_rad_sin,IMU e atitude,0.08536505699157715,8.536505699157715,1,seno/cosseno
delta_depth_close_10m_pp,delta_pitch_rad_cos,IMU e atitude,0.01104107778519392,1.104107778519392,41,seno/cosseno
delta_depth_close_10m_pp,delta_yaw_heading_rad_sin,IMU e atitude,0.016778819262981415,1.6778819262981415,24,seno/cosseno
delta_depth_close_10m_pp,delta_yaw_heading_rad_cos,IMU e atitude,0.010267158970236778,1.0267158970236778,44,seno/cosseno
delta_depth_close_10m_pp,delta_yaw_attitude_rad_sin,IMU e atitude,0.007697979919612408,0.7697979919612408,52,seno/cosseno
delta_depth_close_10m_pp,delta_yaw_attitude_rad_cos,IMU e atitude,0.010699344798922539,1.0699344798922539,43,seno/cosseno
delta_depth_close_10m_pp,gyro_x_integral_rad_sin,IMU e atitude,0.013690803200006485,1.3690803200006485,33,seno/cosseno
delta_depth_close_10m_pp,gyro_x_integral_rad_cos,IMU e atitude,0.01732066459953785,1.732066459953785,22,seno/cosseno
delta_depth_close_10m_pp,gyro_y_integral_rad_sin,IMU e atitude,0.04795701429247856,4.795701429247856,2,seno/cosseno
delta_depth_close_10m_pp,gyro_y_integral_rad_cos,IMU e atitude,0.028035353869199753,2.8035353869199753,8,seno/cosseno
delta_depth_close_10m_pp,gyro_z_integral_rad_sin,IMU e atitude,0.010900603607296944,1.0900603607296944,42,seno/cosseno
delta_depth_close_10m_pp,gyro_z_integral_rad_cos,IMU e atitude,0.011406570672988892,1.1406570672988892,40,seno/cosseno
delta_depth_close_10m_pp,pan_comp_delta_rad_sin,Comandos reativos,0.01251272950321436,1.251272950321436,36,seno/cosseno
delta_depth_close_10m_pp,pan_comp_delta_rad_cos,Comandos reativos,0.0235737431794405,2.35737431794405,10,seno/cosseno
