modelo,split,alvo_delta,MAE,RMSE,corr,marco_runs,estrategia_split,representacao_angular
MLP,validacao,delta_depth_p10_m,0.06218666348058097,0.09176408845845777,0.3247733589406824,25,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p50_m,0.19994230949703384,0.29010690908092074,0.4171265903380131,25,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p90_m,1.1455099408198721,3.3041581214341504,0.000231050845452083,25,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_2m_pp,1.1503778985691229,1.7949043141197143,0.4616091421993671,25,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_5m_pp,1.3437127587025959,1.8045782246837827,0.5106578568096316,25,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_10m_pp,0.859117559654217,1.166256539700335,0.6036436226314591,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p10_m,0.0889100309141848,0.22654076623978914,0.32881665318646436,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p50_m,0.18090206876080087,0.2721901841851941,0.14735191250884147,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p90_m,0.9224161056769477,1.6111926772478533,-0.1840214883082008,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_2m_pp,1.0449682080144795,1.5876300384757338,0.25822884147477326,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_5m_pp,1.7988168981020398,2.774598216245343,0.2734979041969069,25,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_10m_pp,0.857674683665422,1.1732981750618103,0.3287426573028889,25,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p10_m,0.10067331163627684,0.26115897549260864,0.44718812533859925,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p50_m,0.20597135921066814,0.327788743460943,0.5605335506696638,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p90_m,1.2412608853883664,2.701136414616517,0.3729593322754158,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_2m_pp,1.5092204392902804,2.870453435142369,0.41701142833009636,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_5m_pp,1.5901564047483656,2.616368236552083,0.6207049770453853,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_10m_pp,0.9610513101236142,1.4570952254013265,0.4991473743827264,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p10_m,0.06327814880867677,0.0931292411550482,0.3104554142930046,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p50_m,0.2049707922646228,0.2897246751229975,0.4325065624331727,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p90_m,1.165391250191533,3.286610705021734,0.0553342907668773,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_2m_pp,1.147611660503796,1.7519086739468988,0.5107822242432138,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_5m_pp,1.3667203890841098,1.799269421970909,0.5196200618161948,33,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_10m_pp,0.8748997301201384,1.1842672080975667,0.5803623257199446,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p10_m,0.09015887888133747,0.22976827918789725,0.2598091474292529,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p50_m,0.1806357638870782,0.27190434108147343,0.08634947373061976,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p90_m,0.9395709630941596,1.614727287664961,-0.1533669072569468,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_2m_pp,1.0768890254771675,1.6281114242149939,0.19046609720792024,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_5m_pp,1.8280091382974284,2.832204412509546,0.19842549110626986,33,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_10m_pp,0.8522589428660254,1.1691022774948794,0.30507426915032826,33,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p10_m,0.09619296096860913,0.2485924397581653,0.4307350911777067,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p50_m,0.2033443913914228,0.32517656247892024,0.5112255191512849,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p90_m,1.248511003027852,2.728267330770593,0.2969868561180404,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_2m_pp,1.4503809330944915,2.7816261827174156,0.40071983742103723,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_5m_pp,1.5685011287703647,2.6472886768412978,0.5726453849699293,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_close_10m_pp,0.958678951544694,1.4560753535973032,0.4797820004798691,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p10_m,0.0649328437337939,0.09179255455266432,0.3433370707132109,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p50_m,0.20624737892957296,0.2902781843267023,0.4330146606721133,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_p90_m,1.1247563772871432,3.2799503948657853,0.07702948804934287,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_2m_pp,1.1739160019181916,1.7804071650313926,0.4721549085959964,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_5m_pp,1.3965164556652514,1.7942711737778096,0.5320159240254195,40,validacao_teste_fixos,Valor angular
MLP,validacao,delta_depth_close_10m_pp,0.8727290530700189,1.1722336436504266,0.5634212387102894,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p10_m,0.08717510109108614,0.2270762721412328,0.32565411575912495,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p50_m,0.17170638863512494,0.2685658052318639,0.11667969706807504,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_p90_m,0.8942626801980759,1.5670899888191028,-0.09427810744081547,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_2m_pp,1.0419262242141214,1.5703489215727517,0.26840383011077246,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_5m_pp,1.7180840949047396,2.749885496260914,0.2951692494157827,40,validacao_teste_fixos,Valor angular
MLP,teste,delta_depth_close_10m_pp,0.8400963859546229,1.1627811657766374,0.323922286605133,40,validacao_teste_fixos,Valor angular
MLP,treino,delta_depth_p10_m,0.05677476469847578,0.10921970274223525,0.5808979733063686,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p50_m,0.12577792979007224,0.1857894675027104,0.7664899100428447,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p90_m,1.0408149066266157,1.9724771279657736,0.6927513666490537,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_2m_pp,0.9344025397025335,1.4137101331381612,0.6707632732299352,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_5m_pp,1.1250618932517176,1.609187404448356,0.7687180467670192,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_10m_pp,0.7300011019046401,0.9826784882584785,0.5483282637528198,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p10_m,0.06446425063699855,0.09404624263864417,0.21833674728124164,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p50_m,0.21206468595465755,0.30653168667240116,0.26155809266899693,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p90_m,1.1622451921023371,3.2920788820965674,0.05354579697281421,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_2m_pp,1.216320254903985,1.8612990237705467,0.3448837454445811,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_5m_pp,1.4896081694492536,1.977788690986494,0.3594058366686983,9,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_10m_pp,0.9169815362015952,1.2334220653162444,0.43015238402846817,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p10_m,0.08912576949842876,0.2316657696467544,0.2364977438043765,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p50_m,0.1950795042918044,0.2807775581825836,0.19962818934774879,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p90_m,0.9610119130885961,1.6711631627859889,-0.09691078543637148,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_2m_pp,1.094520697614458,1.577561461996432,0.35172568539444454,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_5m_pp,1.8018770020367192,2.7727776705619753,0.29192088043403397,9,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_10m_pp,0.895961468943495,1.283839516331282,0.1523526388095511,9,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p10_m,0.08306868036576584,0.19952671324975343,0.6402027308936825,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p50_m,0.19426704093861832,0.3029994852686131,0.664001448534551,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p90_m,1.2947767955492078,2.7327363661603035,0.5426242161976229,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_2m_pp,1.3737553621142324,2.4270811853100898,0.6877626648159701,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_5m_pp,1.426220536395488,2.38383924849658,0.7471665945583118,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_10m_pp,0.8781626715501778,1.2554225582425218,0.6310586517315628,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p10_m,0.066692769046978,0.09555087647587368,0.28609660041250734,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p50_m,0.19671018355909517,0.2785984429886727,0.5122717108457163,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p90_m,1.1658838285902569,3.2697170067189414,0.1074900286886209,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_2m_pp,1.175753153969794,1.7740864038131126,0.4548177993974326,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_5m_pp,1.3489283719260985,1.823375034882994,0.4846421181445965,17,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_10m_pp,0.8763308531994185,1.1722989638877237,0.5108640560132192,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p10_m,0.09233744685523022,0.24065872092694474,0.08069481927785853,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p50_m,0.19182441756129265,0.27662733763450587,0.19709434604876816,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p90_m,0.9435142650890679,1.6593680185063047,-0.1904346628913863,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_2m_pp,1.0915460445524312,1.8831983376975274,-0.0757978497863242,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_5m_pp,1.817955765400721,2.8906482131737286,0.16660025542599433,17,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_10m_pp,0.8742444259047997,1.1916969439618907,0.2853175919825545,17,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p10_m,0.07884900141744308,0.16680921056804737,0.7837694141731262,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p50_m,0.18026982689345325,0.2742304759491159,0.7434897632970549,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p90_m,1.286035429819132,2.605295134007732,0.6375744260040442,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_2m_pp,1.3129791923139393,2.100273902033438,0.7514270215365787,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_5m_pp,1.359157408430866,2.0873593993272737,0.8106917673948324,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_10m_pp,0.8693261878501521,1.2395322811065468,0.69410829468264,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p10_m,0.06449994799023537,0.09286729434290951,0.3335713547637373,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p50_m,0.19958578497171403,0.2817332221576627,0.5007336038625471,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p90_m,1.1627532273862016,3.277421064511326,0.0890488498302479,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_2m_pp,1.1539598943819702,1.67961208244042,0.585274488483056,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_5m_pp,1.398746552172302,1.829601037712714,0.4887697556079575,25,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_10m_pp,0.8455326036518432,1.1534476533294855,0.6320903387098791,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p10_m,0.0987454537641571,0.25659104742914174,-0.07764549540101798,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p50_m,0.185384192464358,0.2726360957679788,0.21489694624863015,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p90_m,1.026258807360601,1.7711237462547942,-0.16745120652049256,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_2m_pp,1.1021791470715123,1.9743356793706037,-0.13597963087022785,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_5m_pp,1.8290482308248681,2.9580161995158654,0.12643376934718734,25,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_10m_pp,0.8555952127500588,1.1938157875686641,0.2572786644127931,25,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p10_m,0.09814634769373545,0.2587060772131402,0.45325331857077905,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p50_m,0.20751145014730973,0.32191299168865795,0.5639181574551011,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p90_m,1.2431047319179052,2.719763336022005,0.38951785217246526,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_2m_pp,1.4543775054401056,2.7718844561963993,0.4910509487459023,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_5m_pp,1.5414329118708483,2.5152190608941587,0.65661011655575,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_10m_pp,0.9749599289805995,1.434204172291417,0.51068061802111,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p10_m,0.06370530555955624,0.09382311026614061,0.3212529610080759,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p50_m,0.19852087659870876,0.28303129201235233,0.5015762132231107,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p90_m,1.1462279326230012,3.288301990357388,0.043610796932036636,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_2m_pp,1.1552142325737376,1.7413807303861009,0.5169913247856577,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_5m_pp,1.326591130118365,1.7929591351779273,0.5210732427358905,33,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_10m_pp,0.8678261631448335,1.1686017514515141,0.5769347272192059,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p10_m,0.09058135343997688,0.23576619549900818,0.14832859898106532,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p50_m,0.18555470848297503,0.2710483410012543,0.2068079663252882,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p90_m,0.8906665683037879,1.5924572455253263,-0.2547046241796048,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_2m_pp,1.0171443797075783,1.657904651691102,0.10057004809687263,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_5m_pp,1.7920575452642764,2.8249350754592086,0.21103434316121342,33,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_10m_pp,0.845039771734322,1.1615049073539068,0.3050722893019672,33,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p10_m,0.08634448246015727,0.18734360976420752,0.7778456660242943,40,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p50_m,0.17079298555833328,0.262688838470583,0.7355992014418181,40,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_p90_m,1.1369582407253436,2.352043072948111,0.6184201253140278,40,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_2m_pp,1.2951459296878904,2.2143940511831706,0.7089126179141308,40,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_5m_pp,1.3542136313763071,2.0772903425040763,0.7865397429340943,40,validacao_teste_fixos,Seno/cosseno
MLP,treino,delta_depth_close_10m_pp,0.8564267120882942,1.2445942438334305,0.6745010334316425,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p10_m,0.0676433667978813,0.09745359777294366,0.295680425765524,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p50_m,0.19678962808102368,0.2756361146208633,0.4993719443503539,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_p90_m,1.201333108853642,3.3194825391325904,0.03772575641904064,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_2m_pp,1.1978100406351802,1.7001135651805153,0.5277182258328608,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_5m_pp,1.4182106781901573,1.8258094241030858,0.4814747740668539,40,validacao_teste_fixos,Seno/cosseno
MLP,validacao,delta_depth_close_10m_pp,0.8463452151436393,1.1491242290998227,0.5816352723275913,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p10_m,0.09632765321739462,0.2484123429655712,-0.07368877404569149,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p50_m,0.185302600462703,0.28011645540783603,0.004709174612772379,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_p90_m,0.923135912076798,1.653643080663381,-0.21029500245018518,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_2m_pp,1.0490709682790305,1.7509971052125335,-0.11383722089458852,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_5m_pp,1.8219351858622643,2.986273489236605,-0.01959593397602425,40,validacao_teste_fixos,Seno/cosseno
MLP,teste,delta_depth_close_10m_pp,0.8544717183210602,1.1699400277304979,0.28973086714198487,40,validacao_teste_fixos,Seno/cosseno
