modelo,split,alvo_delta,MAE,RMSE,corr,configuracao,grupo_removido,n_features,semente,melhor_epoca,MAE_referencia,delta_MAE,delta_MAE_pct
MLP,teste,delta_depth_p10_m,0.09112127768098484,0.23511827751535955,0.16516560343113132,Todas as entradas,Nenhum,52,84,22,0.09112127768098484,0.0,0.0
MLP,teste,delta_depth_p50_m,0.1751227571153419,0.26656599913029283,0.2042163949699491,Todas as entradas,Nenhum,52,84,22,0.1751227571153419,0.0,0.0
MLP,teste,delta_depth_p90_m,0.9258965420762096,1.6097739597097849,-0.1703655575554315,Todas as entradas,Nenhum,52,84,22,0.9258965420762096,0.0,0.0
MLP,teste,delta_depth_close_2m_pp,1.0586362442217192,1.6538097079295047,0.07987444003163591,Todas as entradas,Nenhum,52,84,22,1.0586362442217192,0.0,0.0
MLP,teste,delta_depth_close_5m_pp,1.7378282747955924,2.8001568708601563,0.25030348384624496,Todas as entradas,Nenhum,52,84,22,1.7378282747955924,0.0,0.0
MLP,teste,delta_depth_close_10m_pp,0.828562366184958,1.1331179034216272,0.4247357429581666,Todas as entradas,Nenhum,52,84,22,0.828562366184958,0.0,0.0
MLP,validacao,delta_depth_p10_m,0.06806766334153735,0.09829691130368781,0.2539872458870346,Sem Comandos reativos,Comandos reativos,47,21,63,0.062326611546142004,0.005741051795395351,9.211236826415794
MLP,validacao,delta_depth_p50_m,0.19753259325071293,0.28114440599998813,0.4590317002420695,Sem Comandos reativos,Comandos reativos,47,21,63,0.19989270995206693,-0.002360116701353998,-1.1806917330401594
MLP,validacao,delta_depth_p90_m,1.1787322847790005,3.306662694398887,0.05520652627338319,Sem Comandos reativos,Comandos reativos,47,21,63,1.159770854288838,0.018961430490162412,1.634929039649768
MLP,validacao,delta_depth_close_2m_pp,1.1662510352472857,1.6783481395785098,0.5542248665651498,Sem Comandos reativos,Comandos reativos,47,21,63,1.1361823853793527,0.030068649867933006,2.6464633015669907
MLP,validacao,delta_depth_close_5m_pp,1.3318979033205645,1.7608140366424245,0.5373744390497018,Sem Comandos reativos,Comandos reativos,47,21,63,1.389594420885174,-0.057696517564609584,-4.15204009871145
MLP,validacao,delta_depth_close_10m_pp,0.8608270020572544,1.147397593551305,0.5784379870849631,Sem Comandos reativos,Comandos reativos,47,21,63,0.8821392088590073,-0.021312206801752942,-2.41596865752277
MLP,teste,delta_depth_p10_m,0.09287336528613488,0.23976667709086838,0.0636588351864425,Sem Comandos reativos,Comandos reativos,47,21,63,0.08872678624886957,0.004146579037265313,4.673424128802077
MLP,teste,delta_depth_p50_m,0.1847853066419509,0.27730842338035155,0.11933207412879715,Sem Comandos reativos,Comandos reativos,47,21,63,0.17948897800190336,0.005296328640047532,2.950782103172579
MLP,teste,delta_depth_p90_m,0.9573461800489198,1.6353607561943624,-0.07870961294427019,Sem Comandos reativos,Comandos reativos,47,21,63,0.9298173297268457,0.027528850322074083,2.960672966824708
MLP,teste,delta_depth_close_2m_pp,1.0974604448912284,1.7100753851751822,0.027719359886980068,Sem Comandos reativos,Comandos reativos,47,21,63,1.0235444487981558,0.07391599609307264,7.2215716845384375
MLP,teste,delta_depth_close_5m_pp,1.776571893606315,2.881103282535093,0.15026266438729244,Sem Comandos reativos,Comandos reativos,47,21,63,1.7601244119324158,0.01644748167389931,0.9344499492420456
MLP,teste,delta_depth_close_10m_pp,0.8356115487678177,1.170743988450042,0.33995112365716057,Sem Comandos reativos,Comandos reativos,47,21,63,0.8161416257902834,0.01946992297753436,2.385605924545426
MLP,validacao,delta_depth_p10_m,0.06721368522602367,0.09829515220689927,0.3578403449571622,Sem Comandos reativos,Comandos reativos,47,42,63,0.0676433667978813,-0.0004296815718576319,-0.6352161227301452
