timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed,obstacle_risk,avoid_lateral_body,avoid_brake,evasao_visual_ativa,pan_comp_delta_rad,pan_comp_source
1778988916.764424,-0.8116158,1.8360996,0.16368866,0.00032819278,0.00026129212,0.00068694574,0.0,0.0,0.0,1,0.0,none
1778988916.780424,-0.8116908,1.8357939,0.16348267,-0.00028911553,0.00017732063,0.0006407265,0.0,0.0,0.0,1,0.0,none
1778988916.788424,-0.8117256,1.8356429,0.16339111,-0.00020409813,0.00026901212,-0.0010340624,0.0,0.0,0.0,1,0.0,none
1778988916.796424,-0.8117591,1.8354936,0.16330338,-0.00047631402,-3.3084532e-05,0.00061813457,0.0,0.0,0.0,1,0.0,none
1778988916.804424,-0.8117795,1.8353348,0.16321182,-0.0006163666,0.0006979953,4.246551e-05,0.0,0.0,0.0,1,0.0,none
1778988916.820424,-0.81181663,1.8350203,0.16304398,0.00040862235,0.00018162595,-1.9881474e-05,0.0,0.0,0.0,1,0.0,none
1778988916.828424,-0.81183356,1.8348649,0.16296768,0.00023068437,0.00089179724,-0.00016383307,0.0,0.0,0.0,1,-0.0,none
1778988916.836424,-0.8118459,1.8347055,0.1628952,0.00088762987,0.0011449711,0.0010746503,0.0,0.0,0.0,1,-0.0,none
1778988916.844424,-0.811857,1.8345472,0.16282654,-7.647795e-06,-0.00025547054,0.0010738111,0.0,0.0,0.0,1,-0.0,none
1778988916.852424,-0.811867,1.8343902,0.16276169,1.9535106e-05,6.448577e-06,0.0009285647,0.0,0.0,0.0,1,-0.0,none
1778988916.868424,-0.8118799,1.8340911,0.16264725,0.0002488326,0.001327355,-9.543397e-05,0.0,0.0,0.0,1,-0.0,none
1778988916.876424,-0.81188315,1.8339489,0.16259766,0.0007798602,0.00067829306,-0.0007314255,0.0,0.0,0.0,1,-0.0,none
1778988916.884424,-0.81188524,1.8338076,0.16255188,0.0013269227,-0.0003119475,-0.00022592081,0.0,0.0,0.0,1,-0.0,none
1778988916.900424,-0.8118865,1.8335284,0.16249466,-0.00060729455,-0.0003570124,-0.00054284534,0.0,0.0,0.0,1,-5.904731695773304e-06,attitude+gyro
1778988916.908424,-0.8118929,1.8333954,0.16247177,0.0011375853,-9.035814e-05,0.00022053249,0.0,0.0,0.0,1,-5.904731695773304e-06,attitude+gyro
1778988916.916424,-0.8118844,1.8332667,0.16246033,0.01586306,0.0001787875,0.0008210333,0.0,0.0,0.0,1,-5.904731695773304e-06,attitude+gyro
1778988916.932424,-0.8118513,1.8330159,0.16246033,-0.0008401473,-0.0008536065,0.00020379049,0.0,0.0,0.0,1,-5.904731695773304e-06,attitude+gyro
1778988916.940424,-0.81185144,1.8329041,0.16244888,-0.000224184,0.00048899173,0.00015156891,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.948424,-0.8118506,1.8327925,0.16244125,-0.00046125066,0.0017529906,0.0010632862,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.956424,-0.81184894,1.8326815,0.1624527,-0.000722388,0.00066524127,-0.0002247935,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.964424,-0.811846,1.8325715,0.16246414,-0.00029231168,0.00061304786,-0.000793062,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.980424,-0.8118499,1.8324413,0.16250229,-0.00052265613,0.0010355178,0.00052771455,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.988424,-0.81184953,1.8323761,0.16252518,0.00013692024,0.00045036935,0.0006001837,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
1778988916.996424,-0.81184787,1.8323112,0.16255188,0.0003633359,-1.4425102e-05,0.0006227706,0.0,0.0,0.0,1,-5.2486503962444904e-06,attitude+gyro
