timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed,obstacle_risk,avoid_lateral_body,avoid_brake,evasao_visual_ativa,pan_comp_delta_rad,pan_comp_source
1779075068.562311,-0.09742831,1.254754,0.06716156,-0.00052255846,-0.0003012702,0.0011629545,0.0,0.0,0.0,1,0.0,none
1779075068.570311,-0.09748019,1.254853,0.06720734,0.0004706706,-0.00082946016,0.001758354,0.0,0.0,0.0,1,0.0,none
1779075068.586311,-0.0976067,1.2550606,0.06729889,-0.00039321042,-0.00087600836,0.0008556745,0.0,0.0,0.0,1,0.0,none
1779075068.594311,-0.09768119,1.2551688,0.06734085,0.00090126996,-0.0006944847,-0.000121359044,0.0,0.0,0.0,1,0.0,none
1779075068.602311,-0.09773845,1.2552724,0.06739044,0.00106374,-0.0004616058,-0.0008520229,0.0,0.0,0.0,1,0.0,none
1779075068.610311,-0.097778484,1.2553715,0.06744385,0.0007074285,-0.00047755553,0.0007153968,0.0,0.0,0.0,1,-0.0,none
1779075068.626311,-0.09795633,1.2555728,0.06754303,-0.0002572845,-0.00014967735,0.00024819962,0.0,0.0,0.0,1,-0.0,none
1779075068.634311,-0.09801946,1.2556663,0.06760025,0.0010626927,-0.00043308063,0.0002408948,0.0,0.0,0.0,1,-0.0,none
1779075068.642311,-0.0980657,1.2557555,0.0676651,0.0012150457,-0.00037956916,0.0006967746,0.0,0.0,0.0,1,-0.0,none
1779075068.650311,-0.098171495,1.2558415,0.067718506,-0.00048939436,-0.00077555806,0.0005778713,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.666311,-0.09833138,1.2560006,0.06784439,-1.6807011e-05,-0.00036488834,0.0003956337,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.674311,-0.0983861,1.2560743,0.067913055,0.00042294123,-0.00017861156,0.00037617376,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.682311,-0.09848621,1.2561462,0.06796265,2.200642e-05,-0.0004339495,0.00027111033,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.690311,-0.09856929,1.2562135,0.06801605,0.00020759455,-0.0008183548,-2.1487678e-05,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.706311,-0.098685965,1.2563351,0.06814194,-0.00015723983,-0.0006971459,0.0010303098,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.714311,-0.09878181,1.2563957,0.06819534,9.314861e-05,-0.0008804444,0.0008918102,0.0,0.0,0.0,1,1.081995256245017e-05,attitude+gyro
1779075068.722311,-0.09886073,1.2564522,0.06825256,-0.0011917964,-0.0010066014,0.00041741648,0.0,0.0,0.0,1,1.2172446632758245e-05,attitude+gyro
1779075068.730311,-0.098923,1.2565045,0.06831741,0.00093334453,-0.00023153088,0.000988228,0.0,0.0,0.0,1,1.2172446632758245e-05,attitude+gyro
