timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed
1778424735.905069,0.001111862,0.015888166,0.013702393,-0.0010801083,-0.00030342155,-0.0002579748
1778424735.913269,0.0010432184,0.015988948,0.013679504,-0.0002995391,-0.00064115046,2.6292986e-05
1778424735.921269,0.0009779038,0.01608942,0.013656616,-0.0003335456,0.00025351887,0.00010507165
1778424735.929269,0.0009162971,0.016189571,0.013645172,-0.00029862282,-2.7177171e-05,0.0002954513
1778424735.937269,0.00085837726,0.01628941,0.013629913,0.00096894876,0.00016105844,0.00053622585
1778424735.945269,0.00078879116,0.016395789,0.013614655,0.0006118414,-0.00031805455,0.0005900544
1778424735.953269,0.0007226331,0.016501812,0.013599396,-0.0005882367,6.696761e-05,-0.0004751659
1778424735.961269,0.000660186,0.016607763,0.013584137,-7.1293296e-05,0.00075616396,0.00032212093
1778424735.977269,0.0005277677,0.01681981,0.013542175,1.1948361e-05,-6.472689e-05,0.00017906642
1778424735.985269,0.00045806172,0.016926033,0.013500214,-8.726473e-05,-0.00018012377,-0.0006945116
1778424735.993269,0.00039184073,0.01703246,0.013458252,0.00024423137,-0.00023877667,0.00046906242
1778424736.009269,0.0002671485,0.017229788,0.013366699,-1.3103388e-05,0.0002576736,-0.00043635353
1778424736.017269,0.00020912114,0.01732132,0.013317108,-0.00060272333,0.00061198114,0.00038380924
1778424736.025269,0.00015477432,0.017412655,0.013263702,0.0004997675,-0.00013428768,0.00019614694
1778424736.041269,6.369232e-05,0.017584855,0.013153076,-0.00019070772,-0.0006554561,0.0006022561
1778424736.049269,2.6803302e-05,0.017665818,0.013092041,0.00047750227,7.866384e-05,0.0007477467
1778424736.057269,-6.4288597e-06,0.017746417,0.013038635,0.00068204553,-8.6732936e-05,-8.288182e-05
1778424736.065269,-3.6130772e-05,0.017826919,0.012981415,0.00020928803,-0.00014153455,0.00047453423
1778424736.073269,-6.216556e-05,0.0179072,0.012924194,-0.00015688078,2.6464402e-05,-7.248925e-05
1778424736.089269,-0.00014179741,0.018064365,0.01279068,-0.0002855512,0.00031891823,-0.00015190736
1778424736.097269,-0.00017615811,0.018142642,0.012722015,0.00036392338,0.00040587413,0.00055467966
1778424736.105269,-0.00020688705,0.018220764,0.01266098,-0.0010731871,-0.00041261007,-0.00046392437
1778424736.113269,-0.00026027474,0.01829404,0.012592316,-0.0008375187,0.00056209456,0.00030126324
1778424736.121269,-0.00031040979,0.018366767,0.012527466,-0.0007430125,-0.00036639275,-0.0005644944
1778424736.137269,-0.00040072648,0.018511888,0.012397766,0.0011150887,0.000544909,-0.00021813763
1778424736.145269,-0.0004612857,0.018584019,0.012325287,0.0010073725,0.0004992781,-0.00052085874
1778424736.153269,-0.00051795534,0.01865559,0.012252808,0.00097481307,1.5433081e-05,-0.0011222448
1778424736.169269,-0.000620948,0.018797532,0.012088776,-0.0001053554,9.353988e-05,-0.00030096478
1778424736.177269,-0.0006853448,0.018862052,0.011993408,-0.0005897745,0.00050350087,0.00027588248
1778424736.185269,-0.0007464575,0.018926216,0.0119018555,0.00015702762,-0.00022480862,-9.3958515e-05
1778424736.193269,-0.0008045118,0.018990032,0.011810303,6.2185354e-05,7.062757e-05,0.00088873727
1778424736.209269,-0.0009292595,0.019096283,0.011623383,1.1121475e-06,-0.0008468667,-0.00018928113
1778424736.217269,-0.0009952333,0.019139381,0.011528015,0.0003300892,0.00096105994,9.183366e-06
1778424736.225269,-0.0010577426,0.019182568,0.011440277,-0.0004886092,0.00040188752,-0.00044637735
1778424736.241269,-0.0011992257,0.019233024,0.011260986,0.00022488787,0.00013621312,0.00089391135
1778424736.249269,-0.0012779769,0.019240692,0.011169434,0.00061704614,-0.00067999103,0.0005971965
1778424736.257269,-0.0013533153,0.019248853,0.011077881,-0.00029775873,-0.000930374,0.00014994881
1778424736.265269,-0.0014255906,0.019257251,0.010990143,0.0013684466,-0.000336644,-0.0004576444
1778424736.273269,-0.0015300838,0.019254595,0.010887146,0.0006423414,-0.00031232822,-0.00019793471
1778424736.289269,-0.0017283935,0.019249378,0.010692596,0.0011500026,-0.00070123933,-0.00022354897
1778424736.297269,-0.001822071,0.019247325,0.010604858,0.0007761142,-0.00048412208,0.0009358843
1778424736.305269,-0.0019682834,0.019236272,0.010482788,0.00022487498,0.00013100616,0.0014768607
1778424736.313269,-0.00211123,0.019225644,0.0103645325,0.0001193444,0.00059745787,-0.0009475733
1778424736.329269,-0.0023857201,0.0192048,0.010139465,-9.895388e-05,0.0011905571,-0.00055918423
1778424736.337269,-0.002517118,0.019194854,0.010028839,0.0011561087,-0.00039000207,0.0010680303
1778424736.345269,-0.0026565494,0.01919131,0.0099105835,-0.029374652,-8.995866e-05,-0.00021198332
1778424736.353269,-0.0028182764,0.019176932,0.0097846985,0.0009446456,-0.0005921877,-0.00092470617
