timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed,obstacle_risk,avoid_lateral_body,avoid_brake,evasao_visual_ativa,pan_comp_delta_rad,pan_comp_source
1778988773.122877,-0.024323218,0.03251915,0.022476196,-0.00015235825,-0.00017292757,0.0005070461,0.0,0.0,0.0,1,0.0,none
1778988773.130877,-0.024412453,0.03251884,0.02255249,-2.6171374e-05,-1.6708818e-05,0.0005360523,0.0,0.0,0.0,1,0.0,none
1778988773.138877,-0.02448908,0.03253003,0.022636414,-0.00027588528,-0.00050419744,0.00058659504,0.0,0.0,0.0,1,0.0,none
1778988773.146877,-0.024565456,0.03254276,0.022716522,-0.00012976748,-0.00033084714,-0.0003675148,0.0,0.0,0.0,1,0.0,none
1778988773.162877,-0.024718115,0.032572325,0.02286148,0.00033976516,0.0003544672,-0.00011139557,0.0,0.0,0.0,1,-0.0,none
1778988773.170877,-0.024787368,0.032585494,0.02294159,0.000105427345,0.00058560015,-0.0005582134,0.0,0.0,0.0,1,-0.0,none
1778988773.178877,-0.024856716,0.03260005,0.023021698,0.00045818902,0.00040042464,0.00031239033,0.0,0.0,0.0,1,-0.0,none
1778988773.194877,-0.02499251,0.03263533,0.023174286,0.0008551916,-0.0011782811,0.000281097,0.0,0.0,0.0,1,-0.0,none
1778988773.202877,-0.025061084,0.032648478,0.023254395,0.00013142913,-0.00065995165,0.0004914379,0.0,0.0,0.0,1,-0.0,none
1778988773.210877,-0.02512919,0.032663245,0.023334503,-0.0003019445,0.00030486358,-0.00011411576,0.0,0.0,0.0,1,-0.0,none
1778988773.218877,-0.025197124,0.032679893,0.023410797,-0.0003998724,-0.0006606549,-0.000347039,0.0,0.0,0.0,1,-0.0,none
1778988773.234877,-0.025347248,0.032711495,0.0235672,-0.000708093,-0.00074551604,3.8493665e-05,0.0,0.0,0.0,1,-0.0,none
1778988773.242877,-0.025429651,0.032726377,0.023639679,0.00019751117,-0.0010481084,0.00031354805,0.0,0.0,0.0,1,-0.0,none
1778988773.250877,-0.025511866,0.032742783,0.023712158,-0.0005424253,-0.000164305,0.00025574517,0.0,0.0,0.0,1,-0.0,none
1778988773.266877,-0.02567437,0.032780763,0.023845673,3.7428836e-05,0.00019570536,6.404645e-05,0.0,0.0,0.0,1,-0.0,none
1778988773.274877,-0.025771447,0.03281079,0.023902893,-0.00072035595,-0.00039993433,-0.0002450507,0.0,0.0,0.0,1,-0.0,none
1778988773.282877,-0.025868328,0.032841936,0.02394104,-0.00042559346,-0.00089249696,-7.1254246e-05,0.0,0.0,0.0,1,-0.0,none
1778988773.290877,-0.025964627,0.032874007,0.023983002,-0.0006452389,0.00033348973,-0.000434526,0.0,0.0,0.0,1,-0.0,none
1778988773.298877,-0.02606038,0.03290694,0.024021149,-0.0006503503,0.00018280474,0.0007044164,0.0,0.0,0.0,1,-0.0,none
1778988773.306877,-0.0261534,0.032939862,0.024059296,-4.424474e-05,-0.0006854385,0.00046118896,0.0,0.0,0.0,1,-5.725418403744702e-06,attitude+gyro
1778988773.322877,-0.026339142,0.03300924,0.02413559,-0.00035408055,-7.148855e-05,3.216766e-05,0.0,0.0,0.0,1,-5.725418403744702e-06,attitude+gyro
1778988773.330877,-0.02643189,0.03304533,0.024169922,-9.833657e-05,0.00082201126,0.00029209763,0.0,0.0,0.0,1,-5.725418403744702e-06,attitude+gyro
1778988773.338877,-0.026505392,0.033093963,0.02420044,-8.164509e-05,0.00066667655,-0.00017084481,0.0,0.0,0.0,1,-1.789193251170243e-05,attitude+gyro
1778988773.354877,-0.026651192,0.03319439,0.024234772,-0.00015468764,-0.00033707058,0.00011829691,0.0,0.0,0.0,1,-1.789193251170243e-05,attitude+gyro
1778988773.362877,-0.026723854,0.033246074,0.024253845,-9.35606e-06,-0.00052108953,-0.00033739337,0.0,0.0,0.0,1,-1.789193251170243e-05,attitude+gyro
1778988773.370877,-0.026791785,0.03331399,0.02425003,-0.00049899623,-0.00021288935,-8.3215324e-05,0.0,0.0,0.0,1,-1.789193251170243e-05,attitude+gyro
1778988773.378877,-0.026860109,0.033382956,0.02425003,0.0005329819,-0.0004723733,6.0421553e-05,0.0,0.0,0.0,1,-1.789193251170243e-05,attitude+gyro
1778988773.386877,-0.026928805,0.03345235,0.02425003,0.00017927296,0.00086850603,2.224017e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.402877,-0.027077414,0.033612084,0.024242401,-0.000116019786,2.3451568e-05,0.0012686709,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.410877,-0.027157405,0.033702403,0.024234772,-0.00057888875,-0.00026465947,7.324885e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.418877,-0.027237052,0.033793274,0.024230957,0.00012569505,-0.00055221183,-9.886409e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.434877,-0.027414186,0.0339719,0.024196625,0.00012172483,0.000680362,-0.0004191031,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.442877,-0.027511114,0.03405972,0.024173737,0.000998539,0.00053138344,-0.00040042028,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.450877,-0.027607607,0.03414824,0.024147034,-5.9754082e-05,0.00016771961,0.0007897266,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.458877,-0.027703645,0.034237575,0.02412033,-2.9535298e-05,0.00048829673,3.403417e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.474877,-0.027892517,0.03441036,0.024028778,-0.00051766954,3.1641917e-05,4.558762e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.482877,-0.027986912,0.034497526,0.023983002,-0.00032552396,5.887902e-05,0.00011778725,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.490877,-0.02808085,0.034585558,0.02394104,-0.00036101002,0.0006585091,-7.9046804e-05,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.498877,-0.028179733,0.034670714,0.023872375,-0.00068068074,-0.00057239283,6.9810108e-06,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.514877,-0.028376043,0.03484367,0.023735046,-0.00056433666,-0.00017496679,0.0006180821,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.522877,-0.02847372,0.034931604,0.02368164,9.85507e-05,0.00031520127,0.0007294392,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.530877,-0.028571218,0.035020456,0.02362442,0.0009031717,0.00028802204,0.00015364356,0.0,0.0,0.0,1,-7.384855125140963e-05,attitude+gyro
1778988773.538877,-0.028683916,0.035103895,0.023555756,0.00043389117,0.00071283325,0.00026165138,0.0,0.0,0.0,1,-2.5500999116717267e-05,attitude+gyro
1778988773.554877,-0.02890742,0.035273824,0.023418427,0.00038761023,-0.00028243454,0.00053798105,0.0,0.0,0.0,1,-2.5500999116717267e-05,attitude+gyro
1778988773.562877,-0.029019022,0.035360683,0.023349762,-0.00059226603,-0.00082669215,-0.0010476112,0.0,0.0,0.0,1,-2.5500999116717267e-05,attitude+gyro
1778988773.570877,-0.02913808,0.035441037,0.023273468,4.2697364e-05,-0.00013999912,-0.0008288657,0.0,0.0,0.0,1,-2.5500999116717267e-05,attitude+gyro
1778988773.578877,-0.029257089,0.035522696,0.023197174,-0.00073318655,0.0013039022,-0.00041399657,0.0,0.0,0.0,1,-4.6588214026997817e-07,attitude+gyro
1778988773.594877,-0.029494641,0.035688635,0.023044586,-0.0005338356,-8.375765e-05,0.0006013546,0.0,0.0,0.0,1,-4.6588214026997817e-07,attitude+gyro
