timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed
1776120860.455017,-0.15526175,0.52695596,0.0033607483,-0.00042972105,0.00029775657,0.0013618337
1776120860.46312,-0.15519844,0.52684444,0.0033988953,-0.000129578,-0.00014614117,-0.00019825566
1776120860.471263,-0.1551377,0.5267347,0.0034370422,0.0004927752,-0.00020168614,-0.00015269914
1776120860.487404,-0.15501513,0.5265417,0.003566742,-0.0006404738,-0.00027144444,0.00093294133
1776120860.495501,-0.15497366,0.5264082,0.0036506653,0.031437367,0.00026434846,-0.00096219074
1776120860.503642,-0.15497248,0.52629256,0.0037231445,0.020355752,-0.023725623,-0.0003982698
1776120860.511733,-0.15494531,0.5261904,0.0037994385,0.014916015,-0.01528852,0.00030989447
1776120860.519817,-0.15490578,0.52609414,0.0038795471,0.00950371,-0.009982837,-0.00064577884
1776120860.535899,-0.15480804,0.5259148,0.004032135,0.0032939708,-0.005078985,-0.0004518865
1776120860.544025,-0.15474947,0.5258463,0.004119873,0.00035792793,-0.00095498987,-0.0010628857
1776120860.552112,-0.15468778,0.52578056,0.004207611,-0.0019755408,0.0011994678,-0.0009100072
1776120860.560191,-0.15462735,0.52571577,0.0042915344,-0.0019548717,0.0010494378,-0.00025833678
1776120860.576305,-0.15451188,0.52558905,0.004459381,-0.000562732,0.00035999916,-0.00010314995
1776120860.584382,-0.1544598,0.52552927,0.0045547485,-0.0006622107,0.00079677586,0.00012004912
1776120860.592457,-0.15440989,0.5254707,0.0046463013,-0.0013331481,0.0007226545,-0.00033439812
1776120860.608576,-0.15431541,0.5253564,0.0048065186,-0.0017202657,0.0017265418,-0.00024776932
1776120860.616657,-0.15426952,0.52530265,0.0048942566,-0.0020442642,0.00047614716,2.0149044e-05
1776120860.624733,-0.15422566,0.5252495,0.00497818,-0.0010619869,0.00038672544,0.00017270885
1776120860.632811,-0.15418361,0.5251974,0.0050621033,-0.0017382936,0.00033165657,0.0006387028
1776120860.640889,-0.15414342,0.5251464,0.0051460266,-0.0015341743,0.00065610657,0.00024373356
1776120860.656968,-0.15405358,0.5250884,0.005332947,-0.0014235973,0.0011734867,-4.5966364e-05
1776120860.665048,-0.1540112,0.5250601,0.0054359436,-0.0010142345,0.0014942507,0.00018941925
1776120860.673172,-0.15397094,0.5250322,0.0055389404,-0.0015487195,0.0015037924,-0.00012911763
1776120860.681255,-0.15392551,0.52501196,0.005645752,-0.0013693277,0.0015416599,0.00024306397
1776120860.697336,-0.15383977,0.5249722,0.005859375,-0.0018537532,0.0015277491,0.0003776213
1776120860.705463,-0.15379922,0.5249531,0.005958557,-0.0015096605,0.00093921233,0.00022650827
1776120860.713551,-0.15375546,0.5249338,0.0060768127,-0.0016818553,0.00038562555,-0.00035281025
1776120860.721637,-0.15371373,0.5249142,0.0062026978,-0.0014615393,0.00033437173,-0.00022946314
1776120860.737678,-0.15363586,0.5248745,0.0064430237,-0.00040332702,0.00201375,0.00087339175
1776120860.74581,-0.15360023,0.5248518,0.006576538,-0.0011978211,0.001428252,-1.0766768e-05
1776120860.753898,-0.15356645,0.52482915,0.006706238,-0.0020570138,0.001071145,0.0003670768
1776120860.761988,-0.15353435,0.52480656,0.0068359375,-0.0006492988,0.0012256047,-0.00012560385
1776120860.778126,-0.15347981,0.52474093,0.007095337,-0.0014009438,0.00091154594,-0.00043853535
1776120860.78622,-0.15345709,0.5246983,0.0072402954,-0.0016719244,0.0010708784,-0.0005384673
1776120860.794314,-0.15343593,0.5246558,0.007385254,-0.00079805154,0.00042107687,0.0010806144
1776120860.810461,-0.15340418,0.5245633,0.007675171,-0.0014202484,0.0009979986,7.546643e-05
1776120860.818558,-0.15339303,0.5245134,0.007820129,-0.0008417642,0.00026225907,0.00064895797
1776120860.826654,-0.15338266,0.5244641,0.007965088,-0.0007584077,0.0007877053,-0.0006468867
1776120860.834751,-0.15337303,0.52441484,0.008106232,-0.0018827873,0.0010269681,-0.00035360188
1776120860.842849,-0.15336436,0.5243659,0.008232117,-0.0023272266,0.0005416982,-0.0001366083
1776120860.858948,-0.15333842,0.52426577,0.00851059,-0.0012520639,0.00068145443,0.00020710609
1776120860.867047,-0.15332724,0.52421576,0.008647919,-0.0016191642,0.0013995366,-0.00030914563
1776120860.875198,-0.15331711,0.524166,0.008777618,-0.0006710408,0.00065529597,0.000511269
1776120860.883298,-0.15329269,0.52410793,0.008934021,-0.0006564131,0.000556726,-0.0003159858
1776120860.899397,-0.15324832,0.52399224,0.009231567,-0.0004755597,-0.00092784135,0.0002814595
1776120860.907547,-0.15322843,0.5239345,0.009376526,-0.0005498814,0.0010132013,-0.0002877991
1776120860.915647,-0.15319408,0.5238707,0.009544373,-0.0007813206,0.00063199917,0.00011861456
1776120860.923745,-0.15316112,0.5238069,0.009712219,-0.0014532569,0.0005533951,-0.00048108338
1776120860.931843,-0.15312956,0.5237431,0.009876251,-0.0010310655,0.00053514366,-0.00074038137
1776120860.947941,-0.15304564,0.5236127,0.010211945,-0.0002693349,0.0006100973,-7.83675e-05
1776120860.956039,-0.15299387,0.5235456,0.010383606,-0.00063123816,0.0014404577,0.00072514365
1776120860.964135,-0.15294416,0.5234787,0.010547638,-0.0016025086,0.00047580473,-0.00093162904
