timestamp,x,y,z,roll_speed,pitch_speed,yaw_speed,obstacle_risk,avoid_lateral_body,avoid_brake,evasao_visual_ativa,pan_comp_delta_rad,pan_comp_source
1779075016.899466,0.10645423,0.023957746,-0.024578094,-0.00013576199,0.00021503831,-0.00059479236,0.0,0.0,0.0,1,0.0,none
1779075016.915466,0.10636489,0.023990639,-0.024513245,0.00015453847,-0.0013358229,-0.0005034113,0.0,0.0,0.0,1,0.0,none
1779075016.923466,0.10631893,0.023996677,-0.024471283,0.0003302546,0.00060868653,0.00013517967,0.0,0.0,0.0,1,0.0,none
1779075016.931466,0.10627298,0.024004035,-0.024425507,0.001519709,0.0005510203,0.00082126603,0.0,0.0,0.0,1,0.0,none
1779075016.939466,0.10622686,0.024012895,-0.024375916,0.0010006882,3.9874536e-05,0.0006039896,0.0,0.0,0.0,1,0.0,none
1779075016.947466,0.10617353,0.02400008,-0.024311066,0.00094491534,-0.0006018567,0.00032633144,0.0,0.0,0.0,1,0.0,none
1779075016.963466,0.10606769,0.023979256,-0.024173737,0.0014553586,0.0003123189,-0.00088136387,0.0,0.0,0.0,1,0.0,none
1779075016.971466,0.10601485,0.023970947,-0.024105072,0.0008666466,-0.00020431983,-0.00033625416,0.0,0.0,0.0,1,0.0,none
1779075016.979466,0.10596199,0.023964167,-0.024036407,0.00042655156,0.00043977992,0.00015043067,0.0,0.0,0.0,1,0.0,none
1779075016.987466,0.10590156,0.023948101,-0.02394867,0.00041266397,0.00027454644,-4.4236214e-05,0.0,0.0,0.0,1,0.0,none
1779075017.003466,0.10578158,0.02392107,-0.023784637,0.00042408356,0.0003930945,0.00029296175,0.0,0.0,0.0,1,0.0,none
1779075017.011466,0.105722,0.023909852,-0.023704529,0.00054888625,-0.00043795485,-0.000992873,0.0,0.0,0.0,1,-0.0,none
1779075017.019466,0.10565881,0.023873327,-0.023612976,0.00052520423,-8.731135e-05,0.00040421175,0.0,0.0,0.0,1,-0.0,none
1779075017.027466,0.10559584,0.023839027,-0.023521423,-0.00022755671,-0.00064802344,-0.00041618646,0.0,0.0,0.0,1,-0.0,none
1779075017.043466,0.105470434,0.023776874,-0.023342133,0.0001596266,-0.0003270715,-0.0003719652,0.0,0.0,0.0,1,-0.0,none
1779075017.051466,0.105392456,0.02373866,-0.023246765,-0.000111425245,0.00012799546,-0.00021894196,0.0,0.0,0.0,1,-0.0,none
1779075017.059466,0.10531555,0.02370278,-0.023151398,0.0012767755,-5.8053967e-05,0.00045749734,0.0,0.0,0.0,1,3.840993950144739e-06,attitude+gyro
1779075017.067466,0.10523955,0.023668988,-0.02305603,0.00031023377,-8.435425e-05,-0.0001331912,0.0,0.0,0.0,1,3.840993950144739e-06,attitude+gyro
1779075017.083466,0.105058864,0.023592955,-0.022865295,0.0010458225,0.000168855,6.233991e-05,0.0,0.0,0.0,1,3.840993950144739e-06,attitude+gyro
1779075017.091466,0.10495459,0.023551092,-0.022762299,0.00057286455,0.00039401682,-0.00015632277,0.0,0.0,0.0,1,3.840993950144739e-06,attitude+gyro
1779075017.099466,0.10485151,0.023510713,-0.022663116,-0.00014473718,-0.00017787167,-4.238144e-05,0.0,0.0,0.0,1,3.840993950144739e-06,attitude+gyro
1779075017.107466,0.10474932,0.023472289,-0.022567749,0.00054323574,-0.00017338376,0.0010395596,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
1779075017.123466,0.1045001,0.023377102,-0.022377014,0.0007572757,-0.00094820425,-0.00071208476,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
1779075017.131466,0.10437776,0.02333271,-0.022281647,0.0006921797,0.00055074866,0.00076954777,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
1779075017.139466,0.10425666,0.023290103,-0.022190094,0.0005745024,0.0004576821,0.00013496992,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
1779075017.147466,0.104119524,0.023247994,-0.022098541,-0.00067515206,0.0014493807,0.00079368503,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
1779075017.163466,0.10385038,0.023170281,-0.02192688,0.00044946113,-8.83983e-05,-0.0014541921,0.0,0.0,0.0,1,4.321118193909847e-06,attitude+gyro
